Student ID,student_name,gender,grade,school_name,reading_score,math_score
5008,Jesse Rosales,M,9th,Figueroa High School,77,79
5009,Nicole Garcia,F,9th,Figueroa High School,84,86
5010,Peter Davis,M,9th,Figueroa High School,95,73
5011,Tyler Nelson,M,9th,Figueroa High School,73,84
5012,Jamie Jackson,F,11th,Figueroa High School,89,78
5013,Alexander Gonzalez,M,10th,Figueroa High School,65,86
5014,Daniel Holland,M,9th,Figueroa High School,65,56
5015,Mark Lawrence,M,11th,Figueroa High School,68,70
5016,Patrick Jackson,M,10th,Figueroa High School,76,70
5017,Jamie Jackson,F,11th,Figueroa High School,77,91
5018,Kelly Cooper,F,9th,Figueroa High School,76,87
5019,Helen Reed,F,10th,Figueroa High School,87,99
5020,Mrs. Amy Walker MD,F,9th,Figueroa High School,99,96
5021,Meghan Dyer,F,10th,Figueroa High School,86,86
5022,Madison Ramos,F,11th,Figueroa High School,71,58
5023,David Turner,M,12th,Figueroa High School,63,58
5024,Susan Smith,F,9th,Figueroa High School,89,79
5025,Natasha White,F,12th,Figueroa High School,74,66
5026,Holly Kennedy,F,10th,Figueroa High School,98,74
5027,Zachary Munoz,M,12th,Figueroa High School,67,69
5028,Keith Doyle,M,9th,Figueroa High School,75,69
5029,Paul Dudley,M,9th,Figueroa High School,90,97
5030,Andrea Sellers,F,12th,Figueroa High School,72,74
5031,Gerald Blankenship,M,10th,Figueroa High School,99,65
5032,David Simmons,M,12th,Figueroa High School,86,80
5033,Crystal Jones,F,10th,Figueroa High School,65,95
5034,Nathan Jordan,M,10th,Figueroa High School,79,75
5035,Robert Harvey,M,11th,Figueroa High School,80,78
5036,Tara Lane,F,10th,Figueroa High School,78,84
5037,Kelly Miller,F,11th,Figueroa High School,74,94
5038,Amber Spence,F,11th,Figueroa High School,76,92
5039,Leah Ellis,F,9th,Figueroa High School,67,65
5040,Elizabeth Soto,F,12th,Figueroa High School,82,76
5041,Jamie Flores,F,11th,Figueroa High School,75,83
5042,Nicole Fritz,F,11th,Figueroa High School,66,91
5043,Robert Garza,M,9th,Figueroa High School,99,81
5044,Paul Smith,M,9th,Figueroa High School,88,68
5045,Tim Lopez,M,11th,Figueroa High School,79,92
5046,Natalie Acevedo,F,9th,Figueroa High School,94,82
5047,Devin Walters,M,11th,Figueroa High School,65,93
5048,David Dickson MD,M,12th,Figueroa High School,92,56
5049,Kristen Carney,F,12th,Figueroa High School,84,67
5050,Stephen Fuentes,M,10th,Figueroa High School,93,73
5051,Christine Stone,F,11th,Figueroa High School,80,92
5052,Charles Newman,M,9th,Figueroa High School,95,77
5053,Lisa Floyd,F,11th,Figueroa High School,94,90
5054,Melanie Christensen,F,11th,Figueroa High School,75,97
5055,Danny King,M,11th,Figueroa High School,96,66
5056,Ryan Johnson,M,9th,Figueroa High School,85,85
5057,Scott Brown,M,10th,Figueroa High School,90,76
5058,Lynn Torres,F,10th,Figueroa High School,98,55
5059,Erik Scott,M,11th,Figueroa High School,96,92
5060,Jesse Dixon,M,12th,Figueroa High School,84,84
5061,Rhonda Montgomery,F,9th,Figueroa High School,93,64
5062,Nathan Rodriguez,M,12th,Figueroa High School,79,77
5063,Hannah Shaw,F,12th,Figueroa High School,92,92
5064,Matthew Hoffman,M,9th,Figueroa High School,83,89
5065,Jennifer Robbins,F,10th,Figueroa High School,97,60
5066,Brenda Cooley,F,9th,Figueroa High School,79,56
5067,Chad Jones,M,10th,Figueroa High School,98,66
5068,David Hill,M,12th,Figueroa High School,63,69
5069,Zachary Wyatt,M,10th,Figueroa High School,90,84
5070,Kevin Wiggins,M,11th,Figueroa High School,97,69
5071,James Holloway,M,9th,Figueroa High School,88,71
5072,Amanda Mills DDS,F,12th,Figueroa High School,84,59
5073,Patricia Mendez,F,10th,Figueroa High School,71,55
5074,Julia Smith,F,10th,Figueroa High School,74,95
5075,Jennifer Tyler,F,12th,Figueroa High School,70,86
5076,Douglas Jackson,M,11th,Figueroa High School,94,86
5077,Jamie Ferguson,F,9th,Figueroa High School,76,65
5078,Brian Lopez,M,11th,Figueroa High School,86,59
5079,Jose Roberts,M,10th,Figueroa High School,69,97
5080,Casey Alvarez,M,11th,Figueroa High School,99,69
5081,Mandy Trujillo,F,12th,Figueroa High School,81,93
5082,Andrew Stephens,M,12th,Figueroa High School,98,60
5083,Carla Moon,F,9th,Figueroa High School,77,68
5084,Sabrina Ferguson,F,9th,Figueroa High School,80,71
5085,Christopher Kim,M,12th,Figueroa High School,72,62
5086,Thomas Hutchinson,M,9th,Figueroa High School,79,65
5087,Valerie Benson,F,9th,Figueroa High School,64,76
5088,Douglas Jarvis,M,12th,Figueroa High School,93,72
5089,Diane Nelson,F,11th,Figueroa High School,65,98
5090,William Brown,M,9th,Figueroa High School,82,85
5091,Brandy Miller,F,10th,Figueroa High School,64,83
5092,Jocelyn Richardson,F,11th,Figueroa High School,68,93
5093,Erin Bruce,F,9th,Figueroa High School,93,69
5094,Mckenzie Griffin,F,9th,Figueroa High School,83,95
5095,Kelly Phillips,F,12th,Figueroa High School,81,95
5096,Lisa Gibson,F,12th,Figueroa High School,95,59
5097,Sharon Nelson,F,9th,Figueroa High School,77,89
5098,Laura Randolph,F,9th,Figueroa High School,68,81
5099,Anne Vincent,F,11th,Figueroa High School,68,95
5100,Monique Parker,F,10th,Figueroa High School,92,87
5101,Rachel Morgan,F,9th,Figueroa High School,87,55
5102,Emily Wells,F,9th,Figueroa High School,77,95
5103,Beverly Jacobs,F,12th,Figueroa High School,79,62
5104,Jessica Soto,F,12th,Figueroa High School,71,83
5105,Tabitha Keith,F,12th,Figueroa High School,90,90
5106,Wayne Dickson,M,9th,Figueroa High School,85,77
5107,Johnny Cook,M,12th,Figueroa High School,67,88
5108,Jill Rivera,F,10th,Figueroa High School,89,95
5109,Timothy Adams,M,10th,Figueroa High School,80,84
5110,Dawn Hart,F,11th,Figueroa High School,83,62
5111,Craig Hughes,M,12th,Figueroa High School,87,73
5112,George Taylor,M,10th,Figueroa High School,84,85
5113,Jennifer Gonzalez,F,10th,Figueroa High School,88,92
5114,Brian Drake,M,9th,Figueroa High School,84,68
5115,Sarah Morrison,F,12th,Figueroa High School,84,99
5116,James Simmons,M,10th,Figueroa High School,92,95
5117,Gregory Horn,M,11th,Figueroa High School,83,82
5118,Rhonda Shaw,F,12th,Figueroa High School,76,79
5119,John Long,M,10th,Figueroa High School,96,90
5120,Lindsay Zimmerman,F,11th,Figueroa High School,63,76
5121,Mr. Jason West,M,10th,Figueroa High School,76,67
5122,Peggy Watson,F,12th,Figueroa High School,92,76
5123,Erika Berry,F,12th,Figueroa High School,88,64
5124,Mr. Joshua Hall,M,11th,Figueroa High School,86,70
5125,Jose Miller,M,11th,Figueroa High School,63,90
5126,Sonya Mckee,F,10th,Figueroa High School,82,77
5127,Lisa Ross,F,12th,Figueroa High School,78,76
5128,Brian Porter,M,11th,Figueroa High School,72,96
5129,Angela Bowers,F,9th,Figueroa High School,98,64
5130,Sean Sharp,M,12th,Figueroa High School,83,98
5131,Frank Carlson,M,10th,Figueroa High School,85,55
5132,Joshua Ballard,M,12th,Figueroa High School,69,91
5133,Chad Collins,M,12th,Figueroa High School,78,81
5134,Nicole Baker,F,11th,Figueroa High School,92,71
5135,Janet Rivera,F,12th,Figueroa High School,84,71
5136,Regina Branch,F,12th,Figueroa High School,74,64
5137,Matthew Gilbert,M,10th,Figueroa High School,72,75
5138,Patrick Casey,M,10th,Figueroa High School,85,79
5139,Sara Scott,F,10th,Figueroa High School,75,77
5140,William King,M,9th,Figueroa High School,93,86
5141,Julie Chan,F,11th,Figueroa High School,66,63
5142,Evan Melendez,M,9th,Figueroa High School,69,99
5143,Mrs. Elizabeth Mitchell,F,10th,Figueroa High School,92,74
5144,Jaclyn Hudson,F,10th,Figueroa High School,84,79
5145,Joseph Johnson,M,12th,Figueroa High School,72,84
5146,Carol Holmes,F,9th,Figueroa High School,92,68
5147,Denise Schmidt,F,12th,Figueroa High School,80,75
5148,Robert Gonzalez,M,9th,Figueroa High School,63,55
5149,Dr. Sarah Miller,F,11th,Figueroa High School,76,70
5150,Darren Cochran,M,11th,Figueroa High School,64,88
5151,Chris Mathis,M,9th,Figueroa High School,90,75
5152,Timothy Wheeler,M,10th,Figueroa High School,84,84
5153,Allen Snyder Jr.,M,12th,Figueroa High School,65,80
5154,James Gaines,M,10th,Figueroa High School,87,93
5155,Heather Foster,F,9th,Figueroa High School,83,65
5156,Jean Weber,F,11th,Figueroa High School,73,62
5157,Calvin Williams Jr.,M,10th,Figueroa High School,97,74
5158,Joshua Carlson,M,9th,Figueroa High School,72,62
5159,Kayla Valdez,F,11th,Figueroa High School,66,59
5160,Anna Clark,F,9th,Figueroa High School,71,68
5161,Jay Nelson,M,10th,Figueroa High School,95,91
5162,Jeffery Ramirez,M,11th,Figueroa High School,81,86
5163,Carmen Mcknight,F,11th,Figueroa High School,71,63
5164,Erik Hall,M,11th,Figueroa High School,67,82
5165,Bradley Cooper,M,10th,Figueroa High School,77,88
5166,Timothy Malone,M,10th,Figueroa High School,77,71
5167,Michael Romero,M,11th,Figueroa High School,87,80
5168,Teresa Delgado,F,12th,Figueroa High School,98,58
5169,Alex Jackson,M,11th,Figueroa High School,90,67
5170,Mikayla Gonzalez,F,10th,Figueroa High School,76,72
5171,Michael Zuniga,M,11th,Figueroa High School,70,60
5172,Kelsey Williams,F,9th,Figueroa High School,78,61
5173,Cathy Jordan,F,10th,Figueroa High School,69,61
5174,Stephen Cox,M,10th,Figueroa High School,85,57
5175,Christopher Bond,M,10th,Figueroa High School,63,79
5176,Veronica Walker,F,10th,Figueroa High School,93,73
5177,Jacob Shepard,M,12th,Figueroa High School,82,92
5178,Steven Torres,M,10th,Figueroa High School,81,75
5179,Dr. Tammy Shelton,F,9th,Figueroa High School,81,64
5180,Cody Johnson,M,11th,Figueroa High School,83,86
5181,Dan Salinas,M,11th,Figueroa High School,86,83
5182,Deborah Smith,F,10th,Figueroa High School,92,90
5183,James Thomas,M,11th,Figueroa High School,74,65
5184,Lisa Howard,F,11th,Figueroa High School,85,88
5185,Rachel Mills,F,10th,Figueroa High School,78,71
5186,Matthew Carter,M,11th,Figueroa High School,84,68
5187,Gregory Watkins,M,9th,Figueroa High School,73,86
5188,Rachel Elliott,F,10th,Figueroa High School,92,95
5189,Miss Jennifer Gibson,F,11th,Figueroa High School,66,82
5190,Joseph Jones,M,9th,Figueroa High School,66,71
5191,Sarah James,F,9th,Figueroa High School,84,63
5192,Todd Phillips,M,10th,Figueroa High School,92,90
5193,Brian Price,M,12th,Figueroa High School,91,88
5194,Kyle Keller,M,11th,Figueroa High School,82,80
5195,Wesley Carter,M,12th,Figueroa High School,95,94
5196,Marilyn Brown,F,10th,Figueroa High School,86,57
5197,Kaitlyn Wise,F,12th,Figueroa High School,73,79
5198,Stacie Davis,F,9th,Figueroa High School,88,58
5199,Michael Garcia,M,10th,Figueroa High School,79,76
5200,Tina Clark,F,12th,Figueroa High School,91,65
5201,William James,M,11th,Figueroa High School,84,93
5202,Leslie Golden,F,9th,Figueroa High School,96,84
5203,Mary Collins,F,12th,Figueroa High School,92,63
5204,Keith Smith,M,12th,Figueroa High School,65,73
5205,Randall Edwards,M,12th,Figueroa High School,91,94
5206,Jillian Miller,F,12th,Figueroa High School,76,65
5207,Barry Davis,M,11th,Figueroa High School,87,72
5208,Jennifer Pearson,F,9th,Figueroa High School,75,78
5209,Erin Andersen,F,10th,Figueroa High School,96,95
5210,James Edwards,M,9th,Figueroa High School,71,65
5211,Joseph Marshall,M,11th,Figueroa High School,98,92
5212,Miss Christy Robinson,F,10th,Figueroa High School,64,58
5213,Brian Schneider,M,12th,Figueroa High School,86,80
5214,Jordan Griffith,M,10th,Figueroa High School,87,77
5215,Kaitlin Ewing,F,12th,Figueroa High School,72,63
5216,Christopher Clark,M,11th,Figueroa High School,84,83
5217,Yvette Davidson,F,12th,Figueroa High School,84,64
5218,Richard Mccarthy,M,9th,Figueroa High School,74,64
5219,Gregory Freeman,M,9th,Figueroa High School,73,71
5220,Rebecca Hughes,F,10th,Figueroa High School,91,76
5221,Samantha Allen,F,9th,Figueroa High School,91,72
5222,Nancy Thomas,F,9th,Figueroa High School,90,98
5223,Margaret Garcia,F,9th,Figueroa High School,84,75
5224,Margaret Cooper,F,12th,Figueroa High School,85,92
5225,Samantha Sanford,F,10th,Figueroa High School,69,58
5226,Travis Turner,M,12th,Figueroa High School,92,91
5227,Judith Daniel,F,12th,Figueroa High School,98,74
5228,Christopher Macdonald,M,10th,Figueroa High School,99,73
5229,Amy Wall,F,9th,Figueroa High School,65,96
5230,Melissa Randolph,F,12th,Figueroa High School,69,97
5231,Randy Morgan,M,9th,Figueroa High School,64,67
5232,Jacob Morse,M,11th,Figueroa High School,71,99
5233,Jonathan Rangel,M,11th,Figueroa High School,83,59
5234,Karen Bush,F,10th,Figueroa High School,89,85
5235,Jennifer Dean,F,11th,Figueroa High School,96,60
5236,Alexander Mcintyre,M,12th,Figueroa High School,78,82
5237,Jennifer Moore,F,9th,Figueroa High School,87,72
5238,Thomas Phillips,M,9th,Figueroa High School,88,66
5239,Tony Rodriguez,M,12th,Figueroa High School,73,78
5240,Brent Jordan,M,10th,Figueroa High School,63,59
5241,Ashley Williams,F,10th,Figueroa High School,72,66
5242,Kristy Robinson,F,12th,Figueroa High School,92,73
5243,Cheryl Anderson,F,12th,Figueroa High School,81,71
5244,Robert Martinez,M,10th,Figueroa High School,90,75
5245,Joshua Bradford,M,9th,Figueroa High School,83,74
5246,Jacob Jackson,M,10th,Figueroa High School,80,87
5247,John Moss,M,11th,Figueroa High School,96,71
5248,Michael Griffith,M,9th,Figueroa High School,92,85
5249,Mark Wade,M,11th,Figueroa High School,96,91
5250,Emma Peterson,F,12th,Figueroa High School,99,90
5251,Brittany Smith,F,10th,Figueroa High School,92,71
5252,Stacy Anderson,F,10th,Figueroa High School,97,91
5253,Theresa Davis,F,9th,Figueroa High School,68,93
5254,Daniel Hodges,M,10th,Figueroa High School,81,91
5255,Charles Ortiz,M,10th,Figueroa High School,93,72
5256,Michael Johnson,M,10th,Figueroa High School,76,72
5257,Michelle Anderson,F,10th,Figueroa High School,77,76
5258,Timothy Crawford,M,9th,Figueroa High School,90,82
5259,Felicia Green,F,10th,Figueroa High School,67,63
5260,Mr. Michael Rhodes,M,12th,Figueroa High School,85,81
5261,Daniel Fowler,M,9th,Figueroa High School,76,56
5262,Jennifer Richardson,F,9th,Figueroa High School,67,86
5263,Joel Willis,M,12th,Figueroa High School,70,66
5264,Stephanie Williams,F,10th,Figueroa High School,79,86
5265,Shane Beck,M,9th,Figueroa High School,96,81
5266,Danny Lawrence,M,11th,Figueroa High School,68,76
5267,James Mckenzie,M,11th,Figueroa High School,85,99
5268,Daniel Ellis,M,11th,Figueroa High School,99,72
5269,Nathan Mahoney,M,11th,Figueroa High School,99,78
5270,Jerry Yates,M,9th,Figueroa High School,92,97
5271,Margaret Glenn,F,9th,Figueroa High School,67,98
5272,Samantha Thompson,F,11th,Figueroa High School,96,93
5273,Jesse Miller,M,10th,Figueroa High School,99,89
5274,Melissa Aguilar,F,11th,Figueroa High School,85,67
5275,Megan Olson,F,10th,Figueroa High School,71,55
5276,Nicole Tucker,F,12th,Figueroa High School,95,91
5277,Amber Clarke,F,11th,Figueroa High School,77,95
5278,Steven Swanson,M,10th,Figueroa High School,90,95
5279,Michael Lyons,M,11th,Figueroa High School,72,83
5280,Joseph Bates,M,10th,Figueroa High School,71,80
5281,William Ramirez,M,9th,Figueroa High School,80,66
5282,Sylvia Harris,F,12th,Figueroa High School,81,68
5283,David Osborne,M,10th,Figueroa High School,77,63
5284,Amanda Koch,F,12th,Figueroa High School,68,73
5285,Melvin Farrell,M,10th,Figueroa High School,63,86
5286,Sheryl Castro,F,12th,Figueroa High School,82,55
5287,Patrick Wallace,M,9th,Figueroa High School,69,58
5288,Jesus Jennings,M,12th,Figueroa High School,98,74
5289,Omar Reynolds,M,11th,Figueroa High School,87,62
5290,Douglas Davis,M,10th,Figueroa High School,70,86
5291,Henry Burns,M,12th,Figueroa High School,67,62
5292,Deborah Huffman DDS,F,9th,Figueroa High School,70,55
5293,Peter Coleman,M,9th,Figueroa High School,81,55
5294,Cory Mitchell,M,11th,Figueroa High School,79,86
5295,Sandra White,F,11th,Figueroa High School,99,96
5296,Zachary Hodge,M,9th,Figueroa High School,98,94
5297,Jaime Kane,M,11th,Figueroa High School,91,88
5298,Ronald Torres Jr.,M,12th,Figueroa High School,85,78
5299,Andrew Flynn,M,11th,Figueroa High School,80,83
5300,Shawn Ramsey,M,11th,Figueroa High School,91,81
5301,Michael Garcia,M,11th,Figueroa High School,68,85
5302,Robert Walters,M,12th,Figueroa High School,96,84
5303,Erin Johnson,F,10th,Figueroa High School,63,76
5304,Tiffany Hayes,F,11th,Figueroa High School,75,98
5305,Timothy Wolfe,M,11th,Figueroa High School,82,96
5306,Ashley Moore,F,9th,Figueroa High School,80,97
5307,Brittany Brown,F,11th,Figueroa High School,74,82
5308,Karen Watson,F,9th,Figueroa High School,80,80
5309,Jessica Greene,F,9th,Figueroa High School,69,67
5310,Denise Weiss,F,11th,Figueroa High School,66,95
5311,Brandon Moore,M,12th,Figueroa High School,66,90
5312,Briana Mitchell,F,11th,Figueroa High School,77,87
5313,Amanda Li,F,11th,Figueroa High School,70,82
5314,Paul Swanson,M,11th,Figueroa High School,77,77
5315,Susan Clark,F,10th,Figueroa High School,66,95
5316,Morgan Cobb,F,10th,Figueroa High School,85,95
5317,John Vance,M,11th,Figueroa High School,68,71
5318,Eric Jones,M,9th,Figueroa High School,64,64
5319,Anthony Beard,M,9th,Figueroa High School,96,63
5320,Tyler Brown,M,12th,Figueroa High School,68,97
5321,Daniel Moss,M,10th,Figueroa High School,76,68
5322,John West,M,10th,Figueroa High School,94,82
5323,Amanda Rios,F,10th,Figueroa High School,99,58
5324,Emily Evans,F,9th,Figueroa High School,98,63
5325,Jessica Hardy,F,10th,Figueroa High School,94,74
5326,Marc Rosales,M,12th,Figueroa High School,78,63
5327,Leslie Grimes,F,10th,Figueroa High School,69,86
5328,Dorothy Hansen,F,9th,Figueroa High School,95,58
5329,Sherri Murphy,F,9th,Figueroa High School,74,74
5330,Kristin Kelly,F,11th,Figueroa High School,74,63
5331,Stephanie Dunlap,F,10th,Figueroa High School,88,93
5332,Margaret Burgess,F,9th,Figueroa High School,78,68
5333,Christina Wilson,F,11th,Figueroa High School,88,63
5334,Anna Nguyen,F,11th,Figueroa High School,88,61
5335,Christopher Murray,M,9th,Figueroa High School,65,64
5336,Christopher Garcia,M,10th,Figueroa High School,97,57
5337,Michael Wood,M,9th,Figueroa High School,92,99
5338,Seth Howard,M,10th,Figueroa High School,86,94
5339,Robert Neal,M,9th,Figueroa High School,91,88
5340,Douglas Rangel,M,11th,Figueroa High School,91,67
5341,Emma Wright,F,11th,Figueroa High School,71,69
5342,Mr. Oscar Bautista,M,10th,Figueroa High School,98,56
5343,Margaret Garner,F,10th,Figueroa High School,85,95
5344,Brent Pearson,M,10th,Figueroa High School,75,91
5345,John Hudson,M,12th,Figueroa High School,69,87
5346,Gregory Thompson,M,11th,Figueroa High School,74,68
5347,Ralph Kelly,M,9th,Figueroa High School,93,55
5348,Sarah Scott,F,9th,Figueroa High School,87,94
5349,Heather Turner,F,11th,Figueroa High School,63,94
5350,Roy Page,M,11th,Figueroa High School,99,85
5351,Courtney Boyer,F,10th,Figueroa High School,92,73
5352,Sarah Camacho,F,11th,Figueroa High School,63,58
5353,Ellen Mcgee MD,F,12th,Figueroa High School,81,82
5354,Maurice Lee,M,11th,Figueroa High School,79,82
5355,Glenn Wood,M,10th,Figueroa High School,77,66
5356,Donald Becker,M,12th,Figueroa High School,85,85
5357,Michelle Roach,F,11th,Figueroa High School,71,92
5358,Dawn Hill,F,11th,Figueroa High School,67,94
5359,Ashley Stewart,F,12th,Figueroa High School,99,98
5360,Rebecca Ellis,F,12th,Figueroa High School,72,83
5361,Leroy Mayo,M,12th,Figueroa High School,94,90
5362,Cynthia Franklin,F,12th,Figueroa High School,87,80
5363,Max Gregory,M,12th,Figueroa High School,98,87
5364,Lance Moss,M,9th,Figueroa High School,82,57
5365,Franklin Schwartz,M,9th,Figueroa High School,81,75
5366,Carmen Johnson,F,12th,Figueroa High School,91,96
5367,Angela Wolf,F,12th,Figueroa High School,81,89
5368,Monica Brown,F,11th,Figueroa High School,91,74
5369,Juan Griffith,M,9th,Figueroa High School,94,59
5370,Javier Francis,M,12th,Figueroa High School,64,63
5371,Jeffrey Rubio,M,12th,Figueroa High School,69,55
5372,Samantha Kim,F,10th,Figueroa High School,90,82
5373,Drew Anderson,M,9th,Figueroa High School,99,65
5374,Ryan Simpson,M,11th,Figueroa High School,79,57
5375,Raymond Torres,M,11th,Figueroa High School,80,98
5376,Alexis Dominguez,F,12th,Figueroa High School,87,61
5377,Jerry Fuentes,M,10th,Figueroa High School,78,75
5378,Debra Johnson,F,10th,Figueroa High School,86,60
5379,Jennifer Anderson,F,9th,Figueroa High School,80,89
5380,Eric Giles,M,9th,Figueroa High School,96,86
5381,Colleen Johnson,F,9th,Figueroa High School,79,78
5382,Allison Washington,F,10th,Figueroa High School,93,71
5383,Felicia Gamble,F,10th,Figueroa High School,83,62
5384,Stephanie Vaughn,F,9th,Figueroa High School,73,83
5385,James Warner,M,10th,Figueroa High School,73,87
5386,Amanda Gill,F,10th,Figueroa High School,64,98
5387,Debra Barrett,F,10th,Figueroa High School,67,77
5388,Valerie Stone,F,10th,Figueroa High School,65,81
5389,Shawn Harris,M,9th,Figueroa High School,70,70
5390,Candace Garcia,F,12th,Figueroa High School,74,95
5391,Michael Thomas,M,12th,Figueroa High School,66,55
5392,Daniel Gilbert,M,10th,Figueroa High School,67,61
5393,Brandy Hoffman,F,12th,Figueroa High School,92,60
5394,Bryan Lopez,M,10th,Figueroa High School,93,77
5395,Clayton Coleman,M,9th,Figueroa High School,93,80
5396,Nicholas Jones,M,11th,Figueroa High School,78,95
5397,Joseph Maxwell,M,12th,Figueroa High School,69,96
5398,Sierra Smith,F,9th,Figueroa High School,86,97
5399,Penny Johnston,F,10th,Figueroa High School,78,91
5400,Jessica Reed,F,10th,Figueroa High School,99,57
5401,James Mason,M,10th,Figueroa High School,87,57
5402,Gregory Lester,M,12th,Figueroa High School,92,65
5403,Dana Wood,F,11th,Figueroa High School,67,88
5404,Jonathan Gibson,M,11th,Figueroa High School,69,79
5405,Fred Turner,M,9th,Figueroa High School,80,59
5406,Tyler Harrison,M,10th,Figueroa High School,97,94
5407,Kevin Jackson,M,11th,Figueroa High School,92,99
5408,Teresa Morgan,F,12th,Figueroa High School,86,64
5409,Jonathan Collier,M,12th,Figueroa High School,67,56
5410,Ian Thompson,M,9th,Figueroa High School,80,92
5411,Alexandra Rodriguez,F,11th,Figueroa High School,99,55
5412,Valerie Jacobs,F,10th,Figueroa High School,63,77
5413,Jeff Warren,M,11th,Figueroa High School,95,88
5414,Emily Andrews MD,F,11th,Figueroa High School,98,69
5415,Jessica Gonzalez,F,9th,Figueroa High School,82,57
5416,Cassandra Perez,F,10th,Figueroa High School,84,77
5417,Ryan Lee,M,11th,Figueroa High School,93,81
5418,Sabrina Navarro,F,11th,Figueroa High School,71,61
5419,Debbie Campbell,F,9th,Figueroa High School,95,83
5420,Janet Martin,F,9th,Figueroa High School,91,67
5421,Heather Allen,F,10th,Figueroa High School,92,61
5422,Melissa Beck,F,12th,Figueroa High School,96,70
5423,Shelby Boyer,F,9th,Figueroa High School,79,62
5424,Katrina Dalton,F,12th,Figueroa High School,95,57
5425,Samantha Ewing,F,12th,Figueroa High School,93,65
5426,Angela Murray,F,11th,Figueroa High School,87,57
5427,Lisa Smith,F,9th,Figueroa High School,90,64
5428,James Khan,M,10th,Figueroa High School,70,85
5429,Diana Martinez,F,12th,Figueroa High School,83,97
5430,Richard Williams PhD,M,9th,Figueroa High School,81,56
5431,Terri Smith,F,12th,Figueroa High School,78,79
5432,Olivia Rogers,F,12th,Figueroa High School,67,66
5433,Kelly Smith,F,9th,Figueroa High School,99,88
5434,Raymond Reed,M,9th,Figueroa High School,73,67
5435,Nicholas Ray,M,11th,Figueroa High School,87,56
5436,Karen Willis,F,9th,Figueroa High School,64,94
5437,Aaron Kelly,M,9th,Figueroa High School,82,85
5438,Jenna Jones,F,9th,Figueroa High School,90,73
5439,Linda Kelly,F,10th,Figueroa High School,66,67
5440,Danielle Hernandez,F,9th,Figueroa High School,94,87
5441,Joshua Phillips,M,10th,Figueroa High School,80,62
5442,Sheila Frank,F,9th,Figueroa High School,63,68
5443,Gary Martinez,M,10th,Figueroa High School,91,55
5444,Andrew Erickson,M,12th,Figueroa High School,78,58
5445,Mark Bell,M,11th,Figueroa High School,73,69
5446,Cindy Martinez,F,11th,Figueroa High School,90,70
5447,Bernard Farrell,M,12th,Figueroa High School,77,83
5448,Brian Wilson,M,10th,Figueroa High School,81,75
5449,Louis Johnston,M,12th,Figueroa High School,64,94
5450,Mr. Michael Baker PhD,M,9th,Figueroa High School,97,89
5451,Dr. Robert Taylor,M,11th,Figueroa High School,73,79
5452,Timothy Koch,M,9th,Figueroa High School,72,91
5453,Angela Fields,F,9th,Figueroa High School,66,55
5454,Amy Green,F,10th,Figueroa High School,98,61
5455,Erik Martin,M,11th,Figueroa High School,85,66
5456,Anthony Curry,M,12th,Figueroa High School,68,57
5457,Paul Jones,M,10th,Figueroa High School,69,70
5458,Shawn Robinson,M,11th,Figueroa High School,82,71
5459,Jimmy Foley,M,10th,Figueroa High School,93,94
5460,Jerry Baker,M,11th,Figueroa High School,83,61
5461,Karina Allen,F,10th,Figueroa High School,67,93
5462,Stephanie Hurst,F,9th,Figueroa High School,89,83
5463,Justin Mitchell,M,10th,Figueroa High School,94,81
5464,Kimberly Hansen,F,9th,Figueroa High School,75,58
5465,Jorge Ramirez,M,12th,Figueroa High School,73,85
5466,Joshua Moreno,M,11th,Figueroa High School,66,70
5467,Alexis Hubbard,F,9th,Figueroa High School,70,80
5468,Paul Larson,M,10th,Figueroa High School,77,56
5469,Laura Cobb,F,10th,Figueroa High School,72,67
5470,Shirley Wagner,F,12th,Figueroa High School,76,80
5471,Christina Valenzuela,F,12th,Figueroa High School,78,98
5472,Grace Taylor,F,9th,Figueroa High School,73,84
5473,Nancy Wolfe,F,12th,Figueroa High School,65,68
5474,Cassandra Schmidt,F,9th,Figueroa High School,95,63
5475,James Bowman,M,12th,Figueroa High School,92,67
5476,John Hill,M,12th,Figueroa High School,88,83
5477,Johnny Russell,M,9th,Figueroa High School,92,74
5478,David Estes,M,11th,Figueroa High School,73,58
5479,Julia Lewis,F,11th,Figueroa High School,95,72
5480,David Burnett,M,12th,Figueroa High School,67,64
5481,Kim Phillips,F,11th,Figueroa High School,88,55
5482,Cameron Thornton,M,9th,Figueroa High School,95,72
5483,Jeffrey Elliott,M,9th,Figueroa High School,79,93
5484,Tiffany Huber,F,12th,Figueroa High School,77,98
5485,Audrey Berry,F,10th,Figueroa High School,87,95
5486,Kevin Stevens,M,9th,Figueroa High School,91,81
5487,Matthew Le,M,9th,Figueroa High School,92,92
5488,Ronald Guerra,M,9th,Figueroa High School,96,79
5489,Jonathan Miller,M,9th,Figueroa High School,94,91
5490,Brian Vasquez,M,11th,Figueroa High School,77,80
5491,Penny Franco,F,9th,Figueroa High School,89,73
5492,Lori Gray,F,11th,Figueroa High School,79,78
5493,Jennifer Hawkins,F,10th,Figueroa High School,92,89
5494,Patricia Wilson,F,11th,Figueroa High School,71,63
5495,April Newman,F,9th,Figueroa High School,73,61
5496,Ryan Taylor,M,12th,Figueroa High School,91,91
5497,Joshua Patterson,M,12th,Figueroa High School,67,79
